"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"2707","P003","positive","A girl creates a multi-layered cake using some homemade and some store-bought components.","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","yes","yes"
"2710","NULL","NULL","Footage of a youth soccer game, featuring a goal being scored","Home Video","SPORTS","","","","","","","","",""
"2711","NULL","NULL","Footage of a youth roller hockey game, showing a goal being scored.","Home Video","SPORTS","","","","","","","","",""
"2713","NULL","NULL","Footage of a youth soccer match, goes from regular time to time-lapse, to slow-motion.","Home Video","SPORTS","","","","","","","","",""
"2714","NULL","NULL","TIme lapse footage of a woman working on a painting","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2715","NULL","NULL","Time lapse footage of people painting graffiti on an outdoor wall.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2716","NULL","NULL","Time lapse video of a woman working on a painting.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2718","NULL","NULL","Time lapse footage of two girls painting the walls of a room.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2720","NULL","NULL","Footage of a woman painting the walls of a room, while a guy talks to her about it.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2721","NULL","NULL","Time lapse footage of a woman working on a painting.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2723","NULL","NULL","Time lapse footage of a crew painting the exterior of a house. Footage then repeats itself with no music.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2724","NULL","NULL","Time lapse footage of a young man creating a portrait of a woman.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2728","NULL","NULL","Footage from a high school football game.","Amateur Footage","SPORTS","","","","","","","","",""
"2736","P003","positive","two men make a cake; a black and white comedic demonstration","Amateur Footage","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"2742","P003","positive","A father and daughter make a carrot cake","Amateur Footage","MED_10_EVENTS","","","","normal","normal","yes","not_sure","no","no"
"2749","P003","positive","a bakery cafe in Finland","Advertisement (public domain)","MED_10_EVENTS","bakery, kitchen","pastry chefs, customers","cake decorating, mixing ingredients","normal","normal","yes","no","yes","no"
"2759","P002","positive","Footage of a girls' softball game, including runs being batted in.","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","no","no"
"2760","P002","positive","Video montage of a girls' softball team, including runs being batted in.","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","no","no"
"2762","P002","positive","Video montage of a girls' softball team featuring runs being batted in.","Home Video","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"2768","P003","positive","A family are making a cake in a kitchen together, this video shows the whole process.","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","no","no"
"2769","P003","positive","making a baumkuchen cake in Japan","Amateur Footage","MED_10_EVENTS","outdoors","family members, grill, bamboo stick, batter, bowl, spoon","pouring batter on stick, rotating stick over grill, cutting cake","normal","normal","yes","yes","yes","no"
"2780","P003","positive","A man makes several kinds of food including a sheet cake","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2782","P003","positive","A man makes a chocolate cake and other dishes for Valentines day.","Demonstration","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"2786","P003","positive","people decorate a cake","Amateur Footage","MED_10_EVENTS","indoors in a kitchen","bowls, spoon","decorating cake","normal","normal","no","yes","no","no"
"2789","P003","positive","A woman and her child make a cheesecake with a stand mixer. They also dye easter eggs with a baby and have an easter egg hunt.","Home Video","MED_10_EVENTS","kitchen, kitchen counter","woman, child, ingredients, bowl, spring-form pan, stand mixer, filling, crust, counter, eggs, spatula, baby, easter eggs, food coloring, dye, baskets, easter egg hunt, family, man, table, table settin","cooking, baking, mixing, pouring","normal","normal","yes","no","no","no"
"2791","P003","positive","woman teaches how to make a chocolate cake","Tutorial","MED_10_EVENTS","indoors in a home kitchen","ingredients, bowls, spoon, mixer, cake pan, oven","selecting ingredients, combining ingredients, pouring batter into pan, putting cake into oven, setting timer, testing cake for doneness","normal","normal","yes","yes","no","no"
"2807","P003","positive","Children are decorating cupcakes to look like reindeer.","Home Video","MED_10_EVENTS","A family kitchen","cupcakes, jelly beans, icing, cup, children","decorating, talking, drinking","normal","normal","no","no","no","no"
"2809","NULL","NULL","A girl mixes cookie dough and places it on a pan","Home Video","FOOD & DRINK","","","","","","","","",""
"2810","NULL","NULL","A woman uses a stand mixer to mix cookie dough.","Home Video","FOOD & DRINK","","","","","","","","",""
"2812","NULL","NULL","a video of a person mxing dough for cookies and puts the dough on pans while another person plays the guitar.","Home Video","FOOD & DRINK","","","","","","","","",""
"2814","NULL","NULL","woman and child bake something","Home Video","FOOD & DRINK","","","","","","","","",""
"2818","P001","positive","man sets up a tent","Amateur Footage","MED_10_EVENTS","outdoors, campground","man, ground cloth, tent, rain fly, stakes","man sets up tent, puts on rain fly, stakes down tent, unzips tent","normal","normal","no","no","no","no"
"2825","NULL","NULL","A man and a child cut out dough with a cookie cutter and put the dough on a pan.","Home Video","FOOD & DRINK","","","","","","","","",""
"2828","NULL","NULL","A man assembles ingredients for cookie dough, then uses a premixed variety instead.","Demonstration","FOOD & DRINK","","","","","","","","",""
"2832","NULL","NULL","Humorous directions on how to make cookies from premixed dough.","Tutorial","FOOD & DRINK","","","","","","","","",""
"2834","NULL","NULL","dance performance","Performance","PERFORMANCE","","","","","","","","",""
"2835","NULL","NULL","A woman and two young girls make cookies.","Home Video","FOOD & DRINK","","","","","","","","",""
"2836","NULL","NULL","woman sews clothing","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2837","NULL","NULL","A girl removing cookies from a pan.","Home Video","FOOD & DRINK","","","","","","","","",""
"2838","P001","positive","two people pitch a tent","Amateur Footage","MED_10_EVENTS","indoors","tent poles, tent","assembling a tent","normal","normal","no","no","no","no"
"2839","P003","positive","A young boy mixes batter, uses a rolling pin, and decorates cupcakes.","Home Video","MED_10_EVENTS","house, kitchen, dining area","boy, bowl, rolling pin, cookies, cupcakes, sprinkles","decorating","normal","normal","no","no","no","no"
"2840","P003","positive","woman makes a cake","Home Video","MED_10_EVENTS","indoors in a home kitchen","ingredients, bowls, spoons, mixers, cake pan, oven, potholders","combining ingredients, pouring batter into pan, putting cake into oven, removing cake from oven, decorating cake","normal","normal","yes","no","yes","no"
"2842","NULL","NULL","two people dancing together","Amateur Footage","DANCE","","","","","","","","",""
"2846","NULL","NULL","breakdancing group street performance","Performance","DANCE","","","","","","","","",""
"2848","NULL","NULL","person breakdancing in a traincar","Amateur Footage","DANCE","","","","","","","","",""
"2851","NULL","NULL","two people smashing a computer","Amateur Footage","DESTRUCTION","","","","","","","","",""
"2856","NULL","NULL","a man changing a component in a copy machine","Demonstration","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"2857","NULL","NULL","person riding a unicycle","Amateur Footage","VEHICLES","","","","","","","","",""
"2858","NULL","NULL","person learning to ride a unicycle","Home Video","VEHICLES","","","","","","","","",""
"3002","NULL","NULL","Glow in the dark bowling.","Home Video","SPORTS","","","","","","","","",""
"3006","NULL","NULL","Friends sing kareoke,","Home Video","MUSIC","","","","","","","","",""
"3007","NULL","NULL","Kareoke and air guitar.","Home Video","MUSIC","","","","","","","","",""
"3012","NULL","NULL","Karate students show their skills.","Home Video","SPORTS","","","","","","","","",""
"3013","NULL","NULL","Soccer practice","Home Video","SPORTS","","","","","","","","",""
"3014","NULL","NULL","People get out of rain during thunderstorm.","Home Video","NATURE","","","","","","","","",""
"3015","NULL","NULL","People stand under tent in storm.","Home Video","NATURE","","","","","","","","",""
"3016","NULL","NULL","People surfing.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3017","NULL","NULL","Guy sings as another plays piano.","Home Video","MUSIC","","","","","","","","",""
"3019","NULL","NULL","Couple makes rose bouquets.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3020","NULL","NULL","Woman sewing.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3021","NULL","NULL","Women picking flowers","Home Video","NATURE","","","","","","","","",""
"3022","NULL","NULL","Elderly woman arranges flowers.","Home Video","NATURE","","","","","","","","",""
"3024","NULL","NULL","Acrobat show.","Home Video","SPORTS","","","","","","","","",""
"3025","NULL","NULL","Acrobats from Beijing","Home Video","SPORTS","","","","","","","","",""
"3027","NULL","NULL","Family camping trip.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3031","NULL","NULL","Outdoor hair cuts.","Home Video","GROOMING","","","","","","","","",""
"3032","NULL","NULL","Hair cut  and shave.","Home Video","GROOMING","","","","","","","","",""
"3034","NULL","NULL","Man takes a WRX on road drive.","Home Video","VEHICLES","","","","","","","","",""
"3071","P001","positive","Setting up a tent in timelapse","Home Video","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"3072","NULL","NULL","People running around playing soccer around two people standing still","Home Video","SPORTS","","","","","","","","",""
"3077","NULL","NULL","Kids playing soccer at camp","Home Video","SPORTS","","","","","","","","",""
"3078","NULL","NULL","Kids playing tennis at camp","Home Video","SPORTS","","","","","","","","",""
"3081","NULL","NULL","People playing soccer","Home Video","SPORTS","","","","","","","","",""
"3082","NULL","NULL","Two people are cooking on a stove top.","Home Video","FOOD & DRINK","","","","","","","","",""
"3097","NULL","NULL","A woman and a child measure ingredients and mix cookie dough.","Home Video","FOOD & DRINK","","","","","","","","",""
"3099","NULL","NULL","Little kids getting ready to play soccer","Home Video","SPORTS","","","","","","","","",""
"3100","NULL","NULL","A man, a woman and two children add ingredients and mix batter.","Home Video","FOOD & DRINK","","","","","","","","",""
"3107","NULL","NULL","A woman adds ingredients to a bowl.","Home Video","FOOD & DRINK","","","","","","","","",""
"3113","NULL","NULL","2 people taking shots on goal","Home Video","SPORTS","","","","","","","","",""
"3114","NULL","NULL","A amn practices playing golf.","Home Video","SPORTS","","","","","","","","",""
"3115","NULL","NULL","A woman plays Wii sports games.","Home Video","GAMES","","","","","","","","",""
"3116","NULL","NULL","A man and a child play hockey in a garage.","Home Video","SPORTS","","","","","","","","",""
"3117","NULL","NULL","College students participate in a Mardi Gras parade in the snow.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3118","NULL","NULL","Kids bounce on a trampoline.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3119","NULL","NULL","A guy plays tennis.","Home Video","SPORTS","","","","","","","","",""
"3123","NULL","NULL","A woman repeatedly misses the frolf basket.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3124","NULL","NULL","People play disc golf.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3126","NULL","NULL","A man hits golf balls in his yard.","Home Video","SPORTS","","","","","","","","",""
"3129","NULL","NULL","Girls getting ready to play soccer","Home Video","SPORTS","","","","","","","","",""
"3131","NULL","NULL","People playing badminton","Home Video","SPORTS","","","","","","","","",""
"3132","NULL","NULL","People golfing.","Home Video","SPORTS","","","","","","","","",""
"3135","NULL","NULL","Man taking golf shots at a driving range","Home Video","SPORTS","","","","","","","","",""
"3136","P003","positive","Decorating a Barbie cake","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"3137","P003","positive","Decorating a birthday cake","Home Video","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"3143","NULL","NULL","A child ringing a large bell.","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"3148","NULL","NULL","A guy making a cappuccino.","Performance","FOOD & DRINK","","","","","","","","",""
"3154","NULL","NULL","A toddler and his dad play hockey in their driveway.","Home Video","SPORTS","","","","","","","","",""
"3155","NULL","NULL","People play ice hockey at night.","Home Video","SPORTS","","","","","","","","",""
"3157","P003","positive","Making a moose cake","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"3160","NULL","NULL","Two people play hockey while others skate around.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3161","NULL","NULL","People play air hockey on a touch screen Zune.","Home Video","GAMES","","","","","","","","",""
"3162","NULL","NULL","Various people skeet shooting.","Performance","OUTDOOR ACTIVITIES","","","","","","","","",""
"3168","NULL","NULL","Little kids in hockey gear fight.","Home Video","SPORTS","","","","","","","","",""
"3169","NULL","NULL","Kids play floor hockey.","Amateur Footage","SPORTS","","","","","","","","",""
"3170","NULL","NULL","A women hugging & kissing a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3171","NULL","NULL","People play ice hockey.","Home Video","SPORTS","","","","","","","","",""
"3173","NULL","NULL","People play air hockey.","Home Video","GAMES","","","","","","","","",""
"3174","NULL","NULL","Kids play hockey in a parking lot.","Home Video","SPORTS","","","","","","","","",""
"3180","NULL","NULL","People playing street hockey.","Home Video","SPORTS","","","","","","","","",""
"3183","NULL","NULL","Coed soccer game","Home Video","SPORTS","","","","","","","","",""
"3184","NULL","NULL","An investigation into which establishment ( Pat's & Geno's in Philadelphia) has the better Philly Cheesesteak.","Performance","FOOD & DRINK","","","","","","","","",""
"3185","NULL","NULL","Little kids practicing soccer","Home Video","SPORTS","","","","","","","","",""
"3187","NULL","NULL","Little kids playing basketball","Home Video","SPORTS","","","","","","","","",""
"3189","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3190","NULL","NULL","Little kids playing indoor soccer","Home Video","SPORTS","","","","","","","","",""
"3196","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3199","NULL","NULL","Guy doing soccer tricks","Home Video","SPORTS","","","","","","","","",""
"3204","NULL","NULL","Female & male shot put indoor competition.","Amateur Footage","SPORTS","","","","","","","","",""
"3205","NULL","NULL","A female javelin competitor  throwing a javelin.","Amateur Footage","SPORTS","","","","","","","","",""
"3209","NULL","NULL","A competitor in the triple jump.","Amateur Footage","SPORTS","","","","","","","","",""
"3210","NULL","NULL","Footage of the Steeplechase Track event.","Performance","SPORTS","","","","","","","","",""
"3211","NULL","NULL","Femae & MAle competitors in the Steeplechase Track event.","Amateur Footage","SPORTS","","","","","","","","",""
"3212","NULL","NULL","Guy doing soccer moves","Home Video","SPORTS","","","","","","","","",""
"3216","NULL","NULL","Soccer drills for little kids","Home Video","SPORTS","","","","","","","","",""
"3217","NULL","NULL","A male getting two females' opinions at the grocery store.","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"3218","NULL","NULL","Soccer game","Home Video","SPORTS","","","","","","","","",""
"3223","NULL","NULL","A man is the victim of a 'wet willy' while sitting in the front passenger seat of a car.","Amateur Footage","VEHICLES","","","","","","","","",""
"3254","P001","positive","A man builds an emergency shelter using an Army poncho","Demonstration","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"3259","NULL","NULL","A powerlifter demonstrates a series of heavy deadlifts","Amateur Footage","SPORTS","","","","","","","","",""
"3261","NULL","NULL","A powerlifter performs deadlifts","Amateur Footage","SPORTS","","","","","","","","",""
"3262","NULL","NULL","A powerlifter struggles with a heavy deadlift.","Amateur Footage","SPORTS","","","","","","","","",""
"3264","NULL","NULL","A  weightlifter learns to perform the clean","Amateur Footage","SPORTS","","","","","","","","",""
"3265","NULL","NULL","Clean and Jerk lift is performed by a competitor at the Northeast Qualifier for a strongman competition","Amateur Footage","SPORTS","","","","","","","","",""
"3266","NULL","NULL","A lifter carries a giant tire as part of his strongman training.  It takes four ordinary men to lift it into place.","Amateur Footage","SPORTS","","","","","","","","",""
"3267","NULL","NULL","Man performs a yolk walk in a strongman competition","Amateur Footage","SPORTS","","","","","","","","",""
"3268","NULL","NULL","A competitor performs the Atlas Stones strongman event","Amateur Footage","SPORTS","","","","","","","","",""
"3269","NULL","NULL","A powerlifter performs an Atlas Stones event in a competition","Amateur Footage","SPORTS","","","","","","","","",""
"3270","NULL","NULL","A powerlifters use weights as strongman style Atlas Stones","Amateur Footage","SPORTS","","","","","","","","",""
"3271","NULL","NULL","Two lifters perform cleans with log-style equipment","Amateur Footage","SPORTS","","","","","","","","",""
"3280","P003","positive","how to make a portuguese cake","Demonstration","MED_10_EVENTS","professional kitchen","man, orange zest, honey, sugar, six eggs, whisk, grater, melted butter, four","mixing, grating","normal","normal","yes","no","yes","no"
"3285","NULL","NULL","How to decorate using chocolate fondant","Demonstration","FOOD & DRINK","","","","","","","","",""
"3287","NULL","NULL","birthday volcano cake","Home Video","CELEBRATION","","","","","","","","",""
"3296","NULL","NULL","A person playing basketball finds many things hidden in another dimension behind the basketball hoop.","Home Video","SPORTS","","","","","","","","",""
"3297","NULL","NULL","A man dribbles basketballs creatively and trains other players.","Home Video","SPORTS","","","","","","","","",""
"3300","NULL","NULL","Some kind of ball game in the evening.","Home Video","SPORTS","","","","","","","","",""
"3302","NULL","NULL","Little kids' basektball games.","Home Video","SPORTS","","","","","","","","",""
"3304","NULL","NULL","A man shoots baskets on a court.","Home Video","SPORTS","","","","","","","","",""
"3307","NULL","NULL","Teenagers (I think they're German) play indoor basketball.","Home Video","SPORTS","","","","","","","","",""
"3308","NULL","NULL","Teenagers try to throw a basketball in the hoop from halfway across the court.","Home Video","SPORTS","","","","","","","","",""
"3310","NULL","NULL","An indoor men's basketball game.","Home Video","SPORTS","","","","","","","","",""
"3311","NULL","NULL","People play donkey basketball.","Home Video","SPORTS","","","","","","","","",""
"3313","NULL","NULL","A boy shoots hoops in his basement.","Home Video","SPORTS","","","","","","","","",""
"3314","NULL","NULL","2 men play basketball.","Home Video","SPORTS","","","","","","","","",""
"3315","NULL","NULL","Girls' basketball game.","Home Video","SPORTS","","","","","","","","",""
"3320","NULL","NULL","People videoing forgs and nature.","Home Video","NATURE","","","","","","","","",""
"3321","NULL","NULL","Man hiking with backpack.","Home Video","NATURE","","","","","","","","",""
"3323","NULL","NULL","Teens make a science project video mockumentary.","Home Video","PERFORMANCE","","","","","","","","",""
"3329","NULL","NULL","Couple plays tennis to classic music.","Home Video","SPORTS","","","","","","","","",""
"3332","NULL","NULL","Little kids soccer practice.","Home Video","SPORTS","","","","","","","","",""
"3333","NULL","NULL","Blurring, far away video of a soccer practice.","Amateur Footage","SPORTS","","","","","","","","",""
"3334","NULL","NULL","Kids soccer practice.","Home Video","SPORTS","","","","","","","","",""
"3336","P003","positive","two girls and a woman pour batter into cupcake pans","Home Video","MED_10_EVENTS","A kitchen","woman, girls, aprons, chef's hat, pan, batter, bowl, spoon","mixing, pouring, baking","normal","normal","yes","no","no","no"
"3337","P003","positive","a woman pours batter into pans and bakes cupcakes","Home Video","MED_10_EVENTS","kitchen","woman, glasses, pans, bowl, spatula, oven, cupcakes","pouring, baking","normal","normal","no","no","no","no"
"3338","P003","positive","A woman pours batter into cupcake pan liners","Home Video","MED_10_EVENTS","kitchen counter","hands, bowl, batter, spoon","scooping, pouring","normal","normal","no","no","no","no"
"3348","NULL","NULL","A demo on a how to make a homemade shotgun.","Demonstration","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3349","NULL","NULL","A man performing his back workout","Amateur Footage","SPORTS","","","","","","","","",""
"3353","NULL","NULL","A male sculpting glass.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3371","NULL","NULL","A demo on how to make an origami shirt.","Demonstration","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3372","NULL","NULL","A women demonstrates on how to make a flower arrangement for  Halloween.","Video Blog","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3373","NULL","NULL","How to arrange sunflowers.","Video Blog","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3400","NULL","NULL","two men try indoor skydivinh","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3410","NULL","NULL","A shor demonstration of indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3414","NULL","NULL","A group enjoys indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3416","NULL","NULL","Two people playing chess and then they go to get lunch","Home Video","GAMES","","","","","","","","",""
"3419","NULL","NULL","Two people playing chess in timelapse","Home Video","GAMES","","","","","","","","",""
"3422","NULL","NULL","A picture of a chess board","Home Video","GAMES","","","","","","","","",""
"3424","NULL","NULL","A quick tour of an indoor skydiving facility, showing the skydiving.","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3429","NULL","NULL","skilled indoor skydivers show off some acrobatics","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3432","NULL","NULL","Picture of a chess board","Home Video","GAMES","","","","","","","","",""
"3492","NULL","NULL","people hitting golfballs and putting","Amateur Footage","SPORTS","","","","","","","","",""
"3493","NULL","NULL","man hitting golfballs","Amateur Footage","SPORTS","","","","","","","","",""
"3495","NULL","NULL","man hitting golfballs","Amateur Footage","SPORTS","","","","","","","","",""
"3496","NULL","NULL","people hitting golfballs","Amateur Footage","SPORTS","","","","","","","","",""
"3499","NULL","NULL","How to video on bleeding car brakes","Demonstration","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3503","NULL","NULL","Video of a tornado taken by people watching in a building nearby.","Home Video","DISASTER","","","","","","","","",""
"3507","NULL","NULL","people construct the interior walls of a house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3512","NULL","NULL","people build a house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3516","NULL","NULL","montage of people building a home","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3517","NULL","NULL","people construct a house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3521","NULL","NULL","people build a shed","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3522","NULL","NULL","man builds a small shed","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3523","NULL","NULL","people build a shed","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3524","NULL","NULL","two people build a shed","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3526","NULL","NULL","people build a shed","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3535","NULL","NULL","Time lapse video of people deconstructing part of a house.","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3537","NULL","NULL","Firfefighters put out a house fire at night.","Home Video","DISASTER","","","","","","","","",""
"3540","NULL","NULL","A warehouse on fire.","Home Video","DISASTER","","","","","","","","",""
"3541","NULL","NULL","The production of an outside art installation.","Performance","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3542","NULL","NULL","A large scale fire at night.","Amateur Footage","DISASTER","","","","","","","","",""
"3545","NULL","NULL","A night-time dumpster fire.","Amateur Footage","DISASTER","","","","","","","","",""
"3550","NULL","NULL","A child finger weaving.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3551","NULL","NULL","A person producing a ring (jewelery).","Performance","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3556","NULL","NULL","A female fire eswallower performing in front of a band.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3557","NULL","NULL","A child reciting the a-b-c's.","Home Video","COMEDY","","","","","","","","",""
"3558","NULL","NULL","A femle child reciting the a-b-c's.","Home Video","CHILDREN","","","","","","","","",""
"3560","NULL","NULL","Two kids stretching taffy.","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"3564","NULL","NULL","Trying to get a bat out of a house.","Performance","INFORMATIVE","","","","","","","","",""
"3571","NULL","NULL","A freestyle rap seession.","Amateur Footage","MUSIC","","","","","","","","",""
"3572","NULL","NULL","A freestyle rap performer.","Amateur Footage","MUSIC","","","","","","","","",""
"3573","NULL","NULL","A freestyle rap session at Temple University.","Amateur Footage","MUSIC","","","","","","","","",""
"3577","NULL","NULL","A montage of various peole scratching records.","Amateur Footage","MUSIC","","","","","","","","",""
"3583","NULL","NULL","A group takes turns at indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3584","NULL","NULL","A woman shows off her indoor skydiving skill","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3587","NULL","NULL","A group films their 'indoor skydiving event'","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3589","NULL","NULL","A man tries to learn some tricks to do during indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3591","NULL","NULL","A first time flyer learns indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3592","NULL","NULL","Skilled flyers show off 'extreme indoor skydiving'","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3593","NULL","NULL","A group of men demonstrates indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3596","NULL","NULL","A group that appears to be a family goes skydiving indoors after classroom instruction","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3598","NULL","NULL","a clip of a man giving a lecture","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3621","NULL","NULL","People and cars try to manoeuvre through flooded city streets at night.","Home Video","DISASTER","","","","","","","","",""
"3639","NULL","NULL","people detailing the outside of a home","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3644","NULL","NULL","paving with bricks","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3645","NULL","NULL","Amateur film about a bicycle shop.","Amateur Footage","PERFORMANCE","","","","","","","","",""
"3647","NULL","NULL","paving a driveway","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3648","NULL","NULL","people construct a deck onto a home","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3649","NULL","NULL","Auto body repair","Demonstration","VEHICLES","","","","","","","","",""
"3652","NULL","NULL","Video of man playing with Macbook.","Home Video","SCIENCE & TECHNOLOGY","","","","","","","","",""
"3654","NULL","NULL","presentation about children in Rwanda","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3657","NULL","NULL","people build a deck onto a house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3661","NULL","NULL","people assemble a large shelving unit, a desk,","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3662","NULL","NULL","interview with a tennis player","Interview","INFORMATIVE","","","","","","","","",""
"3664","NULL","NULL","Footage of a soldier coming home","Interview","INFORMATIVE","","","","","","","","",""
"3667","NULL","NULL","two people assemble a shelf","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3669","NULL","NULL","man showing how to assemble a bookcase","Tutorial","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3686","NULL","NULL","man trimming his beard","Home Video","GROOMING","","","","","","","","",""
"3687","NULL","NULL","people riding a bicycle with a child attached","Home Video","VEHICLES","","","","","","","","",""
"3688","NULL","NULL","person riding a bicycle","Amateur Footage","VEHICLES","","","","","","","","",""
"3689","NULL","NULL","woman riding a bicycle","Amateur Footage","VEHICLES","","","","","","","","",""
"3690","NULL","NULL","man learns to ride a bicycle","Amateur Footage","VEHICLES","","","","","","","","",""
"3691","NULL","NULL","person doing tricks on a bicycle","Amateur Footage","VEHICLES","","","","","","","","",""
"3692","NULL","NULL","a large number of people riding bicycles","Amateur Footage","VEHICLES","","","","","","","","",""
"3697","NULL","NULL","person inspects a car","Home Video","VEHICLES","","","","","","","","",""
"3698","NULL","NULL","two people racing on bicycles","Amateur Footage","VEHICLES","","","","","","","","",""
"3700","NULL","NULL","man fills the gas tank of a scooter","Amateur Footage","VEHICLES","","","","","","","","",""
"3701","NULL","NULL","woman pumps gas","Amateur Footage","VEHICLES","","","","","","","","",""
